930830	1000.00	1000.00
940606	1097.39	2792.40	GPTA	XICO	CN	LCE	AALR	ATC	DATX	CREAF	BFRS	MLT
940607	1090.79	2796.38	GPTA	XICO	CN	LCE	AALR	DATX	MCOM	CREAF	FPNX	BFRS
940608	1087.34	2796.38	GPTA	XICO	CN	LCE	AALR	DATX	MCOM	CSIM	CREAF	FPNX
940609	1077.01	2783.39	EXBT	GPTA	XICO	SALD	CN	LCE	AALR	BBA	PSTA	DATX
940610	1079.44	2783.39	GPTA	XICO	EXBT	CN	LCE	AALR	BBA	PSTA	DATX	CA
940613	1084.51	2818.64	XICO	CN	LCE	AALR	BBA	SALD	DRXR	DATX	PSTA	CSIM
940614	1090.23	2847.03	XICO	CN	LCE	AALR	DRXR	DATX	SALD	CSIM	ERTS	INMT
940615	1087.65	2823.19	XICO	CN	LCE	AALR	DRXR	DATX	CSIM	PTON	SALD	ERTS
940616	1087.92	2813.74	XICO	CN	LCE	AALR	DRXR	DATX	SIGM	CSIM	PTON	SALD
940617	1077.71	2837.53	XICO	CN	LCE	AALR	DRXR	DATX	CSIM	SALD	FRAM	INMT
940620	1065.01	2818.18	XICO	CN	LCE	AALR	DRXR	EXBT	DATX	CSIM	FRAM	GTR
940621	1050.41	2795.67	XICO	CN	LCE	AALR	DRXR	DATX	EXBT	CSIM	FRAM	GTR
940622	1057.12	2810.34	XICO	CN	LCE	AALR	DRXR	DATX	CSIM	LOTS	FRAM	INMT
940623	1042.54	2775.55	XICO	CN	LCE	AALR	BBA	DRXR	DATX	CSIM	KNCI	LOTS
940624	1031.23	2774.33	XICO	CN	LCE	AALR	BBA	DRXR	DATX	SDSK	CSIM	KNCI
940627	1045.44	2761.39	XICO	CN	LCE	AALR	DRXR	DATX	CSIM	BBN	INMT	MLT
940628	1045.51	2777.87	XICO	CN	LCE	DRXR	DATX	CSIM	CTMEQ	INMT	MLT	HOGN
940629	1046.89	2770.56	XICO	CN	LCE	DRXR	DATX	PSTA	CHPS	CSIM	CTMEQ	INMT
940630	1045.32	2765.92	XICO	CN	LCE	DRXR	DATX	CHPS	CSIM	CTMEQ	INMT	MLT
940701	1045.88	2765.92	XICO	CN	LCE	DRXR	DATX	CHPS	CSIM	CTMEQ	INMT	MLT
940705	1043.49	2773.60	XICO	CN	LCE	PTON	DRXR	DATX	CHPS	CSIM	INMT	MLT
940706	1045.52	2782.85	XICO	CN	LCE	PTON	DRXR	DATX	CSIM	INMT	MLT	HOGN
940707	1054.75	2782.85	XICO	CN	LCE	PTON	DRXR	DATX	CSIM	BFRS	INMT	MLT
940708	1056.62	2782.85	XICO	CN	LCE	DRXR	PTON	VTSS	DATX	CSIM	BFRS	INMT
940711	1057.03	2776.06	XICO	CN	LCE	DRXR	PTON	VTSS	DATX	CSIM	BFRS	ADAC
940712	1062.48	2777.80	XICO	CN	LCE	DRXR	PTON	VTSS	DATX	CSIM	SPCO	BFRS
940713	1075.05	2777.80	XICO	CN	LCE	DRXR	PTON	VTSS	DATX	CSIM	SPCO	BFRS
940714	1080.47	2792.04	XICO	CN	LCE	DRXR	PTON	DATX	CSIM	SPCO	BFRS	INMT
940715	1077.56	2772.10	XICO	CN	LCE	FORE	DRXR	PTON	DATX	CSIM	SPCO	BFRS
940718	1076.78	2805.34	XICO	CN	LCE	DRXR	PTON	BBTK	DATX	CSIM	ATSW	EXBT
940719	1074.82	2812.69	XICO	CN	LCE	SIII	DRXR	PTON	BBTK	DATX	CSIM	CA
940720	1065.63	2818.44	XICO	CN	LCE	DRXR	PTON	DATX	CVN	CSIM	CA	BFRS
940721	1067.90	2826.52	XICO	CN	LCE	DRXR	PTON	DATX	CVN	CSIM	AKLM	BFRS
940722	1072.09	2860.37	XICO	CN	LCE	DRXR	PTON	DATX	LEVL	CSIM	EXBT	BFRS
940725	1071.63	2851.52	XICO	CN	LCE	DRXR	PTON	DATX	LEVL	CSIM	EXBT	ADPT
