1991-01-25	IBM	122.62
1991-01-28	BNI	29.25
1991-01-28	IBM	124.25
1991-01-29	BNI	28.75
1991-01-29	IBM	124.5
1991-01-30	BNI	31.12
1991-01-30	IBM	127
1991-01-31	BNI	31
1991-01-31	IBM	126.75
1991-02-01	BNI	30.62
1991-02-01	IBM	126.87
1991-02-04	BNI	31
1991-02-04	IBM	127.37
1991-02-05	BNI	30.25
1991-02-05	IBM	128.5
1991-02-06	BNI	31.62
1991-02-06	IBM	129.88
1991-02-07	BNI	30.87
1991-02-07	IBM	128.5
1991-02-08	BNI	30
1991-02-08	IBM	129.5
1991-02-11	BNI	30.87
1991-02-11	IBM	132.38
1991-02-12	BNI	31.12
1991-02-12	IBM	132.75
1991-02-13	BNI	30.75
1991-02-13	IBM	134.63
1991-02-14	BNI	29.62
1991-02-14	IBM	135
1991-02-15	BNI	29.87
1991-02-15	IBM	137.38
1991-02-19	BNI	30
1991-02-19	IBM	139.5
1991-02-20	BNI	29.37
1991-02-20	IBM	137.88
1991-02-21	BNI	30.12
1991-02-21	IBM	135.5
1991-02-22	BNI	28.87
1991-02-22	IBM	133.25
1991-02-25	BNI	28.87
1991-02-25	IBM	133.63
1991-02-26	BNI	28.5
1991-02-26	IBM	129.75
1991-02-27	BNI	29.62
1991-02-27	IBM	130.88
1991-02-28	BNI	29.5
1991-02-28	IBM	128.75
1991-03-01	BNI	29.37
1991-03-01	IBM	131
1991-03-04	BNI	29.25
1991-03-04	IBM	130.63
1991-03-05	BNI	30
1991-03-05	IBM	133.5
1991-03-06	BNI	29.25
1991-03-06	IBM	132.88
1991-03-07	BNI	29.62
1991-03-07	IBM	132.5
1991-03-08	BNI	29.87
1991-03-08	IBM	131.25
1991-03-11	BNI	29.37
1991-03-11	IBM	129.13
1991-03-12	BNI	29.25
1991-03-12	IBM	127
1991-03-13	BNI	29.12
1991-03-13	IBM	129.13
1991-03-14	BNI	29.37
1991-03-14	IBM	128.13
1991-03-15	BNI	29.5
1991-03-15	IBM	126.62
1991-03-18	BNI	29.87
1991-03-18	IBM	127.87
1991-03-19	BNI	29.12
1991-03-19	IBM	115.12
1991-03-20	BNI	28.62
1991-03-20	IBM	114.12
1991-03-21	BNI	28.75
1991-03-21	IBM	111.87
1991-03-22	BNI	28.87
1991-03-22	IBM	111.62
1991-03-25	BNI	29.37
1991-03-25	IBM	113.5
1991-03-26	BNI	29.62
1991-03-26	IBM	113.87
1991-03-27	BNI	29.87
1991-03-27	IBM	112.87
1991-03-28	BNI	29.25
1991-03-28	IBM	113.87
1991-04-01	BNI	28.75
1991-04-01	IBM	112.25
1991-04-02	BNI	29.62
1991-04-02	IBM	113.25
1991-04-03	BNI	29.25
1991-04-03	IBM	113.12
1991-04-04	BNI	29.75
1991-04-04	IBM	113.5
1991-04-05	BNI	29.62
1991-04-05	IBM	112.62
1991-04-08	BNI	29.5
1991-04-08	IBM	113
1991-04-09	BNI	28.5
1991-04-09	IBM	111.25
1991-04-10	BNI	28.12
1991-04-10	IBM	111.25
1991-04-11	BNI	27.62
1991-04-11	IBM	110.62
1991-04-12	BNI	27.75
1991-04-12	IBM	108.5
1991-04-15	BNI	27.87
1991-04-15	IBM	106.87
1991-04-16	BNI	29
1991-04-16	IBM	109.25
1991-04-17	BNI	29.62
1991-04-17	IBM	109.87
1991-04-18	BNI	30.37
1991-04-18	IBM	109.75
1991-04-19	BNI	30.25
1991-04-19	IBM	109.5
1991-04-22	BNI	30.75
1991-04-22	IBM	108.5
1991-04-23	BNI	30.75
1991-04-23	IBM	108.37
1991-04-24	BNI	30.12
1991-04-24	IBM	108.25
1991-04-25	BNI	30
1991-04-25	IBM	108
1991-04-26	BNI	30
1991-04-26	IBM	107.37
1991-04-29	BNI	29.5
1991-04-29	IBM	104.87
1991-04-30	BNI	30
1991-04-30	IBM	103
1991-05-01	BNI	30.87
1991-05-01	IBM	104
1991-05-02	BNI	30.87
1991-05-02	IBM	105.87
1991-05-03	BNI	30.75
1991-05-03	IBM	103.62
1991-05-06	BNI	30.37
1991-05-06	IBM	103.37
1991-05-07	BNI	30
1991-05-07	IBM	101.87
1991-05-08	BNI	30.12
1991-05-08	IBM	103.75
1991-05-09	BNI	31.12
1991-05-09	IBM	105.87
1991-05-10	BNI	31.87
1991-05-10	IBM	103.37
1991-05-13	BNI	31.5
1991-05-13	IBM	105.87
1991-05-14	BNI	30.75
1991-05-14	IBM	106
1991-05-15	BNI	30
1991-05-15	IBM	102.75
1991-05-16	BNI	29.62
1991-05-16	IBM	104.12
1991-05-17	BNI	30
1991-05-17	IBM	103.75
1991-05-20	BNI	29.87
1991-05-20	IBM	103.25
1991-05-21	BNI	30.37
1991-05-21	IBM	101.5
1991-05-22	BNI	30.25
1991-05-22	IBM	104.62
1991-05-23	BNI	30.25
1991-05-23	IBM	104.62
1991-05-24	BNI	30.5
1991-05-24	IBM	105
1991-05-28	BNI	30.75
1991-05-28	IBM	105.12
1991-05-29	BNI	31.62
1991-05-29	IBM	104.12
1991-05-30	BNI	33.38
1991-05-30	IBM	104.37
1991-05-31	BNI	35
1991-05-31	IBM	106.12
1991-06-03	BNI	35.13
1991-06-03	IBM	106.37
1991-06-04	BNI	34.13
1991-06-04	IBM	105
1991-06-05	BNI	33.38
1991-06-05	IBM	103.25
1991-06-06	BNI	33.38
1991-06-06	IBM	103
1991-06-07	BNI	32.63
1991-06-07	IBM	102
1991-06-10	BNI	31.25
1991-06-10	IBM	102.37
1991-06-11	BNI	31.62
1991-06-11	IBM	102.25
1991-06-12	BNI	31.87
1991-06-12	IBM	101.5
1991-06-13	BNI	31.87
1991-06-13	IBM	100.62
1991-06-14	BNI	32.13
1991-06-14	IBM	100.37
1991-06-17	BNI	31.5
1991-06-17	IBM	99.5
1991-06-18	BNI	32
1991-06-18	IBM	100.87
1991-06-19	BNI	31.62
1991-06-19	IBM	101
1991-06-20	BNI	31.25
1991-06-20	IBM	99.12
1991-06-21	BNI	31.87
1991-06-21	IBM	99.62
1991-06-24	BNI	28.87
1991-06-24	IBM	98.37
1991-06-25	BNI	28.75
1991-06-25	IBM	99.37
1991-06-26	BNI	28.5
1991-06-26	IBM	98.62
1991-06-27	BNI	29.62
1991-06-27	IBM	97.62
1991-06-28	BNI	28.75
1991-06-28	IBM	97.12
1991-07-01	BNI	29.25
1991-07-01	IBM	98.37
1991-07-02	BNI	29.12
1991-07-02	IBM	99.12
1991-07-03	BNI	29
1991-07-03	IBM	98.12
1991-07-05	BNI	29.37
1991-07-05	IBM	98.62
1991-07-08	BNI	29.87
1991-07-08	IBM	100.5
1991-07-09	BNI	29.75
1991-07-09	IBM	99.5
1991-07-10	BNI	29.87
1991-07-10	IBM	98.75
1991-07-11	BNI	30.25
1991-07-11	IBM	98.25
1991-07-12	BNI	30.62
1991-07-12	IBM	99.37
1991-07-15	BNI	30.87
1991-07-15	IBM	99.25
1991-07-16	BNI	30.5
1991-07-16	IBM	96.62
1991-07-17	BNI	30.25
1991-07-17	IBM	96.25
1991-07-18	BNI	30.87
1991-07-18	IBM	98.25
1991-07-19	BNI	31.75
1991-07-19	IBM	100.5
1991-07-22	BNI	31.5
1991-07-22	IBM	102
1991-07-23	BNI	30.75
1991-07-23	IBM	100.62
1991-07-24	BNI	30.37
1991-07-24	IBM	100.75
1991-07-25	BNI	30.12
1991-07-25	IBM	100.5
1991-07-26	BNI	30.12
1991-07-26	IBM	100.5
1991-07-29	BNI	30.37
1991-07-29	IBM	101.37
1991-07-30	BNI	29.75
1991-07-30	IBM	101.62
1991-07-31	BNI	29.75
1991-07-31	IBM	101.25
1991-08-01	BNI	29.75
1991-08-01	IBM	101.25
1991-08-02	BNI	29.75
1991-08-02	IBM	100.37
1991-08-05	BNI	29.75
1991-08-05	IBM	101
1991-08-06	BNI	30.25
1991-08-06	IBM	100.37
1991-08-07	BNI	30.12
1991-08-07	IBM	99
1991-08-08	BNI	31
1991-08-08	IBM	99.25
1991-08-09	BNI	30.37
1991-08-09	IBM	98.87
1991-08-12	BNI	30.5
1991-08-12	IBM	98.62
1991-08-13	BNI	30
1991-08-13	IBM	99
1991-08-14	BNI	30
1991-08-14	IBM	98.5
1991-08-15	BNI	30.12
1991-08-15	IBM	98.37
1991-08-16	BNI	30.12
1991-08-16	IBM	96.5
1991-08-19	BNI	29
1991-08-19	IBM	95
1991-08-20	BNI	29.37
1991-08-20	IBM	95.75
1991-08-21	BNI	31.87
1991-08-21	IBM	95.62
1991-08-22	BNI	32.13
1991-08-22	IBM	94.37
1991-08-23	BNI	33.38
1991-08-23	IBM	94.87
1991-08-26	BNI	33.63
1991-08-26	IBM	95.12
1991-08-27	BNI	32.88
1991-08-27	IBM	95.25
1991-08-28	BNI	34
1991-08-28	IBM	94.5
1991-08-29	BNI	34.13
1991-08-29	IBM	95.5
1991-08-30	BNI	34.88
1991-08-30	IBM	96.87
1991-09-03	BNI	34.5
1991-09-03	IBM	98
1991-09-04	BNI	33.5
1991-09-04	IBM	98.62
1991-09-05	BNI	33
1991-09-05	IBM	98.25
1991-09-06	BNI	32.75
1991-09-06	IBM	99.37
1991-09-09	BNI	32.75
1991-09-09	IBM	101
1991-09-10	BNI	33.5
1991-09-10	IBM	99.62
1991-09-11	BNI	33.5
1991-09-11	IBM	101.37
1991-09-12	BNI	33.63
1991-09-12	IBM	104
1991-09-13	BNI	33.63
1991-09-13	IBM	102.87
1991-09-16	BNI	33.5
1991-09-16	IBM	103.62
1991-09-17	BNI	34
1991-09-17	IBM	104.87
1991-09-18	BNI	33.75
1991-09-18	IBM	105.37
1991-09-19	BNI	33.25
1991-09-19	IBM	104.87
1991-09-20	BNI	33.38
1991-09-20	IBM	104.25
1991-09-23	BNI	33.38
1991-09-23	IBM	104.62
1991-09-24	BNI	33.25
1991-09-24	IBM	105.87
1991-09-25	BNI	33
1991-09-25	IBM	105
1991-09-26	BNI	33.75
1991-09-26	IBM	104.87
1991-09-27	BNI	35.25
1991-09-27	IBM	102.25
1991-09-30	BNI	34.75
1991-09-30	IBM	103.62
1991-10-01	BNI	35.38
